Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Customer Name
Standard Class,Consumer,United States,Henderson,Kentucky,42420.0,South,Furniture,Furnishings,821.88,6,0.0,213.6888,unknown
Standard Class,Consumer,United States,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,21.96,2,0.0,10.7604,unknown
Standard Class,Home Office,United States,Columbia,South Carolina,29203.0,South,Office Supplies,Paper,25.92,4,0.0,12.4416,unknown
Standard Class,Consumer,United States,Tallahassee,Florida,32303.0,South,Technology,Phones,705.544,7,0.2,70.5544,unknown
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Accessories,50.0,2,0.0,12.0,unknown
Standard Class,Corporate,United States,Houston,Texas,77070.0,Central,Furniture,Furnishings,51.712,8,0.6,-32.32,unknown
Standard Class,Corporate,United States,Coral Springs,Florida,33065.0,South,Office Supplies,Appliances,6.992,2,0.2,0.5244,unknown
Standard Class,Consumer,United States,Orem,Utah,84057.0,West,Furniture,Bookcases,1406.86,7,0.0,140.686,unknown
Standard Class,Consumer,United States,Orem,Utah,84057.0,West,Office Supplies,Labels,15.75,5,0.0,7.56,unknown
Standard Class,Consumer,United States,Orem,Utah,84057.0,West,Office Supplies,Storage,323.1,2,0.0,61.389,unknown
Standard Class,Consumer,United States,Nashville,Tennessee,37211.0,South,Office Supplies,Labels,9.216,4,0.2,3.3408,unknown
Standard Class,Consumer,United States,Nashville,Tennessee,37211.0,South,Office Supplies,Paper,10.368,2,0.2,3.6288,unknown
Second Class,Corporate,United States,New York City,New York,10009.0,East,Technology,Accessories,15.02,1,0.0,2.7036,unknown
Second Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Storage,33.82,2,0.0,9.1314,unknown
First Class,Consumer,United States,Bowling Green,Kentucky,42104.0,South,Technology,Accessories,71.0,4,0.0,27.69,unknown
Second Class,Consumer,United States,Bellingham,Washington,98226.0,West,Office Supplies,Binders,25.12,5,0.2,7.85,unknown
Second Class,Consumer,United States,Bellingham,Washington,98226.0,West,Furniture,Tables,2665.62,9,0.0,239.9058,unknown
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Office Supplies,Storage,478.08,8,0.0,133.8624,unknown
Same Day,Corporate,United States,Newark,Ohio,43055.0,East,Technology,Phones,164.388,2,0.4,-35.6174,unknown
Same Day,Corporate,United States,Newark,Ohio,43055.0,East,Office Supplies,Art,13.248,4,0.2,3.6432,unknown
Standard Class,Home Office,United States,Woodstock,Illinois,60098.0,Central,Office Supplies,Art,2.912,2,0.2,0.91,unknown
Second Class,Consumer,United States,Carrollton,Texas,75007.0,Central,Technology,Accessories,1399.944,7,0.2,52.4979,unknown
Standard Class,Home Office,United States,Lafayette,Indiana,47905.0,Central,Furniture,Furnishings,526.45,5,0.0,31.587,unknown
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Office Supplies,Envelopes,16.23,3,0.0,7.9527,unknown
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Office Supplies,Binders,319.9,5,0.0,156.751,unknown
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Office Supplies,Envelopes,11.36,2,0.0,5.3392,unknown
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Office Supplies,Appliances,675.12,3,0.0,290.3016,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Furniture,Furnishings,62.82,3,0.0,30.7818,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Office Supplies,Storage,489.92,8,0.0,0.0,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Office Supplies,Paper,19.44,3,0.0,9.3312,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,south,Office Supplies,Paper,16.68,2,0.0,8.34,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Technology,Phones,155.35,13,0.0,0.0,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Furniture,Furnishings,12.42,3,0.0,4.4712,unknown
Standard Class,Home Office,United States,Alexandria,Virginia,22304.0,South,Technology,Phones,187.98,2,0.0,52.6344,unknown
Standard Class,Corporate,United States,Haltom City,Texas,76117.0,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476,unknown
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Storage,248.57,7,0.0,67.1139,unknown
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Furniture,Furnishings,22.23,1,0.0,9.7812,unknown
Standard Class,Home Office,United States,Los Angeles,California,90004.0,West,Office Supplies,Storage,5.98,1,0.0,1.0166,unknown
Standard Class,Home Office,United States,Los Angeles,California,90004.0,West,Technology,Phones,246.168,3,0.2,21.5397,unknown
Standard Class,Consumer,United States,Wheeling,Illinois,60090.0,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748,unknown
Standard Class,Consumer,United States,Wheeling,Illinois,60090.0,Central,Furniture,Tables,601.47,3,0.5,-300.735,unknown
Second Class,Corporate,United States,Summerville,South Carolina,29483.0,South,Technology,Phones,79.1,2,0.0,39.55,unknown
Second Class,Corporate,United States,Summerville,South Carolina,29483.0,South,Office Supplies,Binders,327.84,8,0.0,157.3632,unknown
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432,unknown
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Binders,914.97,3,0.0,411.7365,unknown
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Technology,Phones,587.97,3,0.0,158.7519,unknown
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Storage,530.34,2,0.0,95.4612,unknown
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Paper,14.94,3,0.0,7.3206,unknown
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Appliances,121.94,2,0.0,35.3626,unknown
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Supplies,122.71,7,0.0,36.813,unknown
Same Day,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Paper,14.94,3,0.0,7.0218,unknown
Same Day,Consumer,United States,New York City,New York,10035.0,East,Technology,Machines,1349.85,3,0.0,364.4595,unknown
Same Day,Consumer,United States,New York City,New York,10035.0,East,Furniture,Bookcases,136.784,1,0.2,5.1294,unknown
Same Day,Consumer,United States,New York City,New York,10035.0,East,Furniture,Furnishings,61.12,4,0.0,20.7808,unknown
Standard Class,Corporate,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,1.167,1,0.7,-0.8558,unknown
Standard Class,Home Office,United States,San Diego,California,92024.0,West,Office Supplies,Art,16.99,1,0.0,4.9271,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Technology,Accessories,24.672,3,0.2,0.0,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Office Supplies,Labels,2.52,1,0.2,0.882,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Furniture,Tables,1218.735,5,0.3,-121.8735,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Office Supplies,Labels,5.904,2,0.2,1.9926,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,unknown
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624,unknown
Standard Class,Corporate,United States,Los Angeles,California,90045.0,West,Furniture,Chairs,41.568,2,0.2,2.598,unknown
Standard Class,Corporate,United States,Los Angeles,California,90049.0,West,Furniture,Chairs,230.28,3,0.2,23.028,unknown
Standard Class,Corporate,United States,Los Angeles,California,90049.0,West,Office Supplies,Binders,18.288,6,0.2,5.715,unknown
Standard Class,Consumer,United States,San Francisco,California,94110.0,West,Office Supplies,Labels,5.78,2,0.0,2.7166,unknown
Standard Class,Consumer,United States,San Francisco,California,94110.0,West,Office Supplies,Binders,121.68,13,0.2,38.025,unknown
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Art,4.17,3,0.0,1.0842,unknown
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220.0,West,Technology,Phones,67.04,4,0.2,6.704,unknown
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Storage,37.32,3,0.0,10.4496,unknown
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Labels,18.45,5,0.0,8.6715,unknown
Second Class,Corporate,United States,Saint Louis,Missouri,63116.0,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,unknown
First Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Copiers,11199.968,4,0.2,3919.9888,unknown
First Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Phones,2399.6,8,0.0,647.892,unknown
First Class,Home Office,United States,New York City,New York,10024.0,East,Office Supplies,Envelopes,63.9,5,0.0,28.755,unknown
First Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Phones,52.99,1,0.0,0.5299,unknown
First Class,Corporate,United States,Springfield,Ohio,45503.0,East,Technology,Accessories,60.864,4,0.2,9.1296,unknown
First Class,Corporate,United States,Springfield,Ohio,45503.0,East,Technology,Machines,652.995,7,0.7,-935.9595,unknown
First Class,Corporate,United States,Springfield,Ohio,45503.0,East,Office Supplies,Binders,11.22,10,0.7,-7.48,unknown
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Paper,14.94,3,0.0,7.0218,unknown
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Furnishings,39.96,2,0.0,17.1828,unknown
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,42.624,2,0.2,4.2624,unknown
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,220.96,1,0.2,24.858,unknown
Second Class,Corporate,United States,Fayetteville,North Carolina,28314.0,South,Furniture,Furnishings,4.928,2,0.2,0.7392,unknown
Second Class,Corporate,United States,Fayetteville,North Carolina,28314.0,South,Office Supplies,Binders,7.23,5,0.7,-5.784,unknown
Standard Class,Corporate,United States,Los Angeles,California,90045.0,West,Office Supplies,Storage,323.1,2,0.0,61.389,unknown
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Paper,19.04,4,0.0,9.3296,unknown
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Binders,13.128,3,0.2,4.2666,unknown
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Art,64.14,3,0.0,16.6764,unknown
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,858.24,4,0.1,143.04,unknown
Standard Class,Consumer,United States,Hot Springs,Arkansas,71901.0,South,Technology,Accessories,29.99,1,0.0,2.999,unknown
First Class,Consumer,United States,Aurora,Illinois,60505.0,Central,Office Supplies,Paper,186.048,6,0.2,67.4424,unknown
Second Class,Home Office,United States,Raleigh,North Carolina,27604.0,South,Technology,Phones,36.792,1,0.2,4.1391,unknown
Second Class,Home Office,United States,Raleigh,North Carolina,27604.0,South,Furniture,Furnishings,18.624,8,0.2,6.2856,unknown
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,unknown
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Binders,42.81,3,0.0,20.1207,unknown
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,unknown
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Furniture,Furnishings,821.88,6,0.0,213.6888,unknown
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Technology,Phones,104.85,3,0.0,28.3095,unknown
Standard Class,Corporate,United States,Hesperia,California,92345.0,West,Furniture,Bookcases,424.9575,5,0.15,19.998,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Binders,10.776,3,0.2,3.5022,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Binders,11.784,3,0.2,4.2717,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Paper,164.88,3,0.0,80.7912,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Furniture,Bookcases,1292.94,3,0.0,77.5764,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Binders,25.584,2,0.2,8.9544,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Storage,261.74,2,0.0,65.435,unknown
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Office Supplies,Labels,14.4,5,0.0,7.056,unknown
Standard Class,Consumer,United States,San Francisco,California,94110.0,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042,unknown
Standard Class,Corporate,United States,Gilbert,Arizona,85234.0,West,Furniture,Chairs,883.84,4,0.2,99.432,unknown
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,1979.89,11,0.0,494.9725,unknown
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Office Supplies,Envelopes,79.96,2,0.0,35.982,unknown
First Class,Home Office,United States,Springfield,Missouri,65807.0,Central,Office Supplies,Binders,8.76,2,0.0,4.2048,unknown
First Class,Consumer,United States,Memphis,Tennessee,38109.0,South,Office Supplies,Labels,3.984,1,0.2,1.2948,unknown
First Class,Consumer,United States,Memphis,Tennessee,38109.0,South,Furniture,Tables,370.62,3,0.4,-142.071,unknown
First Class,Consumer,United States,Memphis,Tennessee,38109.0,South,Office Supplies,Binders,2.742,2,0.7,-2.0108,unknown
Same Day,Consumer,United States,Amarillo,Texas,79109.0,Central,Technology,Accessories,79.512,3,0.2,20.8719,unknown
Same Day,Consumer,United States,Amarillo,Texas,79109.0,Central,Office Supplies,Paper,28.352,1,0.2,9.5688,unknown
Standard Class,Home Office,United States,Los Angeles,California,90045.0,West,Furniture,Chairs,40.784,1,0.2,4.5882,unknown
Standard Class,Home Office,United States,Los Angeles,California,90045.0,West,Office Supplies,Appliances,105.96,4,0.0,29.6688,unknown
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Office Supplies,Paper,166.44,3,0.0,79.8912,unknown
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Furniture,Chairs,785.88,6,0.0,212.1876,unknown
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Office Supplies,Paper,26.2,2,0.0,12.838,unknown
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Office Supplies,Storage,1325.85,5,0.0,238.653,unknown
Same Day,Consumer,United States,San Diego,California,92024.0,West,Office Supplies,Paper,166.44,3,0.0,79.8912,unknown
Standard Class,Consumer,United States,Asheville,North Carolina,28806.0,South,Office Supplies,Art,8.76,5,0.2,0.7665,unknown
Standard Class,Consumer,United States,Asheville,North Carolina,28806.0,South,Office Supplies,Appliances,43.584,1,0.2,4.3584,unknown
Same Day,Consumer,United States,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,11.088,7,0.7,-8.1312,unknown
Same Day,Consumer,United States,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,25.164,2,0.7,-16.776,unknown
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,14.4,5,0.0,7.056,unknown
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Technology,Accessories,619.95,5,0.0,111.591,unknown
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,89.52,4,0.0,42.0744,unknown
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Technology,Machines,350.973,3,0.1,152.0883,unknown
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Technology,Phones,164.99,1,0.0,49.497,unknown
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Binders,312.552,9,0.2,101.5794,unknown
Standard Class,Consumer,United States,Thomasville,North Carolina,27360.0,South,Office Supplies,Envelopes,95.952,3,0.2,29.985,unknown
Standard Class,Consumer,United States,Thomasville,North Carolina,27360.0,South,Office Supplies,Binders,3.204,2,0.7,-2.4564,unknown
First Class,Consumer,United States,Peoria,Illinois,61604.0,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,unknown
First Class,Corporate,United States,Los Angeles,California,90032.0,West,Office Supplies,Paper,15.7,5,0.0,7.065,unknown
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Art,5.248,4,0.2,1.64,unknown
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,5.346,3,0.7,-4.455,unknown
Standard Class,Consumer,United States,Englewood,Colorado,80112.0,West,Office Supplies,Paper,15.48,3,0.2,5.6115,unknown
Standard Class,Consumer,United States,Englewood,Colorado,80112.0,West,Technology,Phones,108.576,3,0.2,8.1432,unknown
Standard Class,Corporate,United States,Seattle,Washington,98115.0,West,Furniture,Furnishings,109.9,5,0.0,37.366,unknown
Standard Class,Consumer,United States,Hialeah,Florida,33012.0,South,Furniture,Furnishings,15.384,1,0.2,4.0383,unknown
First Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Office Supplies,Paper,30.352,2,0.2,10.6232,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Technology,Machines,821.3,4,0.5,-16.426,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Technology,Machines,22638.48,6,0.5,-1811.0784,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Paper,21.376,4,0.2,7.4816,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Art,8.016,3,0.2,1.002,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,30.768,2,0.2,8.0766,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,unknown
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,122.352,3,0.2,15.294,unknown
Standard Class,Consumer,United States,Baltimore,Maryland,21215.0,East,Office Supplies,Paper,116.28,3,0.0,56.9772,unknown
Second Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Accessories,132.6,6,0.0,17.238,unknown
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Supplies,16.68,2,0.0,4.3368,unknown
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Paper,19.44,3,0.0,9.3312,unknown
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220.0,West,Office Supplies,Paper,192.16,4,0.0,92.2368,unknown
Standard Class,Consumer,United States,Los Angeles,California,90049.0,West,Furniture,Furnishings,227.36,7,0.0,81.8496,unknown
Standard Class,Consumer,United States,Los Angeles,California,90049.0,West,Technology,Machines,1919.976,3,0.2,215.9973,unknown
Standard Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,12.828,2,0.7,-8.9796,unknown
First Class,Corporate,United States,Lakewood,Ohio,44107.0,East,Furniture,Furnishings,45.888,4,0.2,9.1776,unknown
Second Class,Consumer,United States,Troy,New York,12180.0,East,Office Supplies,Art,60.12,9,0.0,22.2444,unknown
Standard Class,Consumer,United States,Wilmington,North Carolina,28403.0,South,Technology,Phones,302.376,3,0.2,37.797,unknown
Standard Class,HOME OFFICE,United States,Seattle,Washington,98105.0,West,Office Supplies,Art,13.9,5,0.0,5.56,unknown
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,129.98,2,0.0,62.3904,unknown
Standard Class,Home Office,United States,Columbus,Georgia,31907.0,South,Technology,Accessories,71.98,2,0.0,15.1158,unknown
Standard Class,Consumer,United States,New York City,New York,10024.0,East,Technology,Phones,377.97,3,0.0,109.6113,unknown
Standard Class,Consumer,United States,Costa Mesa,California,92627.0,West,Office Supplies,Storage,124.36,2,0.0,33.5772,unknown
Second Class,Consumer,United States,Houston,Texas,77095.0,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,unknown
Second Class,Corporate,United States,Cary,North Carolina,27511.0,South,Office Supplies,Fasteners,8.376,3,0.2,2.7222,unknown
Second Class,Corporate,United States,Cary,North Carolina,27511.0,South,Office Supplies,Appliances,58.24,5,0.2,5.096,unknown
Second Class,Consumer,United States,Alexandria,Virginia,22304.0,South,Office Supplies,Storage,81.2,5,0.0,12.18,unknown
Standard Class,Consumer,United States,Vallejo,California,94591.0,West,Office Supplies,Labels,14.45,5,0.0,6.7915,unknown
Standard Class,Consumer,United States,Vallejo,California,94591.0,West,Office Supplies,Binders,95.648,2,0.2,31.0856,unknown
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,359.97,5,0.4,-71.994,unknown
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Furniture,Tables,350.352,4,0.4,-140.1408,unknown
First Class,Consumer,United States,Toledo,Ohio,43615.0,East,Office Supplies,Binders,1.641,1,0.7,-1.3128,unknown
First Class,Consumer,United States,Toledo,Ohio,43615.0,East,Technology,Phones,629.958,7,0.4,94.4937,unknown
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Office Supplies,Art,6.63,3,0.0,1.7901,unknown
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Technology,Accessories,799.96,4,0.0,343.9828,unknown
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Furniture,Furnishings,107.53,1,0.0,21.506,unknown
Standard Class,Consumer,United States,Plainfield,New Jersey,7060.0,East,Technology,Phones,73.98,2,0.0,19.9746,unknown
Standard Class,Consumer,United States,Plainfield,New Jersey,7060.0,East,Office Supplies,Art,5.58,1,0.0,2.1762,unknown
Second Class,Consumer,United States,Las Cruces,New Mexico,88001.0,West,Office Supplies,Paper,49.12,4,0.0,23.0864,unknown
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Office Supplies,Paper,42.28,7,0.0,19.8716,unknown
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Furniture,Bookcases,299.97,3,0.0,56.9943,unknown
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Technology,Phones,89.98,2,0.0,43.1904,unknown
First Class,Corporate,United States,Hoover,Alabama,35244.0,South,Office Supplies,Supplies,477.24,4,0.0,9.5448,unknown
First Class,Corporate,United States,Hoover,Alabama,35244.0,South,Technology,Accessories,25.98,2,0.0,1.5588,unknown
Second Class,Consumer,United States,Newark,Ohio,43055.0,East,Office Supplies,Envelopes,46.72,5,0.2,17.52,unknown
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Furniture,Furnishings,35.34,2,0.0,13.4292,unknown
Second Class,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Furnishings,257.64,6,0.0,100.4796,unknown
Second Class,Corporate,United States,San Francisco,California,94122.0,West,Technology,Phones,125.976,3,0.2,47.241,unknown
Second Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Technology,Accessories,79.992,1,0.2,21.9978,unknown
Standard Class,Consumer,United States,Franklin,Massachusetts,2038.0,East,Furniture,Tables,700.056,3,0.3,-130.0104,unknown
Standard Class,Home Office,United States,Frisco,Texas,75034.0,Central,Technology,Accessories,27.168,4,0.2,-1.3584,unknown
Standard Class,Consumer,United States,Tallahassee,Florida,32303.0,South,Office Supplies,Binders,8.226,3,0.7,-6.0324,unknown
Standard Class,Consumer,United States,Seattle,Washington,98115.0,West,Furniture,Chairs,585.552,3,0.2,73.194,unknown
Second Class,Consumer,United States,Vacaville,California,95687.0,West,Office Supplies,Storage,423.28,11,0.0,110.0528,unknown
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Furniture,Chairs,225.296,2,0.2,22.5296,unknown
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Art,5.56,2,0.0,2.224,unknown
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Technology,Accessories,323.37,3,0.0,129.348,unknown
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Technology,Phones,783.96,5,0.2,68.5965,unknown
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Appliances,1447.65,5,0.0,419.8185,unknown
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Paper,11.96,2,0.0,5.8604,unknown
Second Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Accessories,239.97,3,0.0,71.991,unknown
Standard Class,Home Office,United States,Columbus,Georgia,31907.0,South,Furniture,Furnishings,76.92,4,0.0,31.5372,unknown
First Class,Home Office,United States,Murray,Utah,84107.0,West,Office Supplies,Paper,48.4,5,0.0,23.232,unknown
First Class,Home Office,United States,San Francisco,California,94110.0,West,Technology,Accessories,0.99,1,0.0,0.4356,unknown
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,unknown
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,31.155,5,0.7,-23.8855,unknown
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Storage,8.928,2,0.2,0.6696,unknown
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,unknown
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,unknown
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48,unknown
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Technology,Accessories,50.12,7,0.2,-0.6265,unknown
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Technology,Accessories,47.976,3,0.2,1.7991,unknown
Standard Class,Consumer,United States,Waukesha,Wisconsin,53186.0,Central,Office Supplies,Storage,54.5,5,0.0,14.17,unknown
First Class,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,Furniture,Furnishings,19.104,3,0.2,5.7312,unknown
Standard Class,Consumer,United States,Detroit,Michigan,48205.0,Central,Office Supplies,Binders,49.44,3,0.0,24.2256,unknown
Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,Office Supplies,Paper,10.368,2,0.2,3.6288,unknown
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Office Supplies,Storage,154.44,3,0.0,1.5444,unknown
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Appliances,60.984,7,0.2,4.5738,unknown
Second Class,Consumer,United States,Bakersfield,California,93309.0,West,Furniture,Bookcases,195.466,2,0.15,-13.7976,unknown
Standard Class,Corporate,United States,Pompano Beach,Florida,33068.0,South,Furniture,Furnishings,23.68,8,0.2,6.216,unknown
Standard Class,Corporate,United States,Pompano Beach,Florida,33068.0,South,Technology,Accessories,2.376,3,0.2,0.7425,unknown
First Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Labels,59.2,4,0.0,29.6,unknown
Standard Class,Consumer,United States,Lakeville,Minnesota,55044.0,Central,Office Supplies,Art,22.0,10,0.0,9.68,unknown
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Technology,Phones,257.98,2,0.0,74.8142,unknown
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,23.988,2,0.4,-15.992,unknown
Standard Class,Corporate,United States,Troy,Ohio,45373.0,East,Technology,Phones,23.976,4,0.4,-15.5844,unknown
First Class,Home Office,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,601.536,4,0.2,0.0,unknown
